,cnt,season,mnth,temp,atemp,hum
104,219,0.0,0.3913043478260869,0.5152,0.6,0.3508875044081345
105,273,1.0,0.5652173913043478,0.8029999999999999,0.53,0.3508875044081345
106,5,1.0,0.2608695652173913,0.2273,0.87,0.15786998942047725
107,516,1.0,0.8260869565217391,0.4848,0.72,0.22804749030210414
108,389,1.0,0.7826086956521738,0.5,0.29,0.33337251675091106
109,6,1.0,0.21739130434782608,0.3636,0.87,0.0
110,126,1.0,0.9565217391304348,0.4848,0.82,0.2631950158692841
111,17,1.0,0.30434782608695654,0.1212,0.54,0.33337251675091106
112,107,1.0,0.34782608695652173,0.3939,0.76,0.15786998942047725
113,104,0.0,0.30434782608695654,0.19699999999999998,0.72,0.22804749030210414
114,42,1.0,0.21739130434782608,0.5909,0.89,0.15786998942047725
115,470,1.0,0.6956521739130435,0.7576,0.55,0.33337251675091106
116,26,1.0,0.13043478260869565,0.4242,0.26,0.15786998942047725
117,19,1.0,0.21739130434782608,0.6212,0.69,0.0
118,88,0.0,0.8260869565217391,0.1212,0.86,0.298224991183731
119,724,1.0,0.34782608695652173,0.303,0.61,0.3508875044081345
120,118,1.0,0.6956521739130435,0.1818,0.8,0.3508875044081345
121,24,0.0,0.043478260869565216,0.7879,0.63,0.0
122,79,0.0,0.9565217391304348,0.4697,0.75,0.19301751498765723
123,245,1.0,0.4782608695652174,0.6818,0.4,0.10532502644880687
124,610,1.0,0.8260869565217391,0.6818,0.48,0.15786998942047725
125,52,0.0,0.30434782608695654,0.2273,0.93,0.0
126,233,1.0,0.8260869565217391,0.4394,0.88,0.12284001410603033
127,479,0.0,0.7391304347826086,0.5758,0.83,0.298224991183731
128,111,0.0,0.2608695652173913,0.5152,0.77,0.0
129,508,0.0,0.7391304347826086,0.5,0.45,0.45621253085694136
130,373,1.0,0.3913043478260869,0.5,0.77,0.10532502644880687
131,153,0.0,0.5217391304347826,0.8182,0.56,0.10532502644880687
132,330,1.0,0.3913043478260869,0.4242,0.41,0.19301751498765723
133,152,1.0,0.2608695652173913,0.6818,0.66,0.15786998942047725
134,174,0.0,0.3913043478260869,0.3333,1.0,0.15786998942047725
135,374,0.0,0.4782608695652174,0.5303,0.4,0.45621253085694136
136,61,1.0,0.9565217391304348,0.2727,0.56,0.15786998942047725
137,212,0.0,0.7391304347826086,0.2727,0.48,0.2631950158692841
138,142,0.0,0.34782608695652173,0.6970000000000001,0.55,0.2631950158692841
139,164,0.0,0.8260869565217391,0.4394,0.54,0.298224991183731
140,166,0.0,0.9130434782608695,0.4848,0.68,0.0
141,98,1.0,1.0,0.6212,0.56,0.38603502997531447
142,375,0.0,0.8260869565217391,0.6970000000000001,0.29,0.10532502644880687
143,228,1.0,0.43478260869565216,0.4545,0.67,0.0
144,30,0.0,0.0,0.4394,0.77,0.15786998942047725
145,22,0.0,0.21739130434782608,0.5758,0.83,0.19301751498765723
146,380,1.0,0.30434782608695654,0.6515,0.54,0.0
147,97,1.0,0.43478260869565216,0.2121,0.44,0.33337251675091106
148,191,1.0,0.43478260869565216,0.2424,0.52,0.298224991183731
149,375,1.0,0.5652173913043478,0.5909,0.73,0.2631950158692841
150,251,0.0,0.43478260869565216,0.5909,0.73,0.10532502644880687
151,385,1.0,0.43478260869565216,0.6970000000000001,0.66,0.45621253085694136
152,19,1.0,0.21739130434782608,0.3939,0.82,0.22804749030210414
153,439,1.0,0.8260869565217391,0.6212,0.36,0.19301751498765723
154,205,1.0,0.43478260869565216,0.6061,0.61,0.15786998942047725
155,400,1.0,0.6956521739130435,0.3939,0.82,0.12284001410603033
156,188,0.0,0.6521739130434783,0.6818,0.21,0.45621253085694136
157,406,1.0,0.8260869565217391,0.4091,0.58,0.33337251675091106
158,691,1.0,0.34782608695652173,0.6364,0.83,0.19301751498765723
159,29,1.0,0.043478260869565216,0.7273,0.55,0.2631950158692841
160,140,1.0,0.34782608695652173,0.5152,0.6,0.10532502644880687
161,34,0.0,0.2608695652173913,0.1818,0.75,0.45621253085694136
162,343,0.0,0.6086956521739131,0.3788,0.46,0.0
163,4,0.0,0.13043478260869565,0.5152,0.68,0.38603502997531447
164,85,1.0,0.2608695652173913,0.1212,0.59,0.33337251675091106
165,331,1.0,0.6521739130434783,0.7576,0.55,0.298224991183731
166,10,1.0,0.13043478260869565,0.5,0.88,0.12284001410603033
167,361,0.0,0.6956521739130435,0.6667,0.51,0.22804749030210414
168,104,0.0,0.43478260869565216,0.5152,0.88,0.298224991183731
169,50,1.0,0.30434782608695654,0.2727,0.65,0.12284001410603033
170,163,0.0,0.7391304347826086,0.3182,0.3,0.0
171,170,1.0,1.0,0.5455,0.73,0.12284001410603033
172,47,0.0,0.43478260869565216,0.2273,0.93,0.0
173,288,0.0,0.6956521739130435,0.6212,0.57,0.298224991183731
174,483,1.0,0.30434782608695654,0.5758,0.78,0.22804749030210414
175,16,1.0,0.08695652173913043,0.5455,0.88,0.0
176,8,1.0,0.17391304347826086,0.2576,0.6,0.19301751498765723
177,250,0.0,0.8695652173913043,0.7121,0.62,0.12284001410603033
178,186,1.0,0.3913043478260869,0.5303,0.88,0.2631950158692841
179,118,1.0,0.2608695652173913,0.2424,0.56,0.33337251675091106
180,74,0.0,0.8695652173913043,0.1667,0.5,0.19301751498765723
181,95,0.0,0.43478260869565216,0.6667,0.51,0.2631950158692841
182,205,1.0,0.4782608695652174,0.4242,0.67,0.10532502644880687
183,4,1.0,0.17391304347826086,0.6364,0.79,0.15786998942047725
184,274,1.0,0.3913043478260869,0.5303,0.68,0.19301751498765723
185,171,1.0,0.43478260869565216,0.5909,0.78,0.12284001410603033
186,167,0.0,0.9565217391304348,0.4697,0.67,0.10532502644880687
187,104,1.0,0.2608695652173913,0.2727,0.52,0.19301751498765723
188,178,0.0,0.6086956521739131,0.6515,0.28,0.0
189,124,0.0,0.6086956521739131,0.7121,0.52,0.2631950158692841
190,426,0.0,0.6956521739130435,0.5909,0.73,0.33337251675091106
191,88,1.0,0.8695652173913043,0.3182,0.42,0.19301751498765723
192,30,0.0,0.4782608695652174,0.2121,0.93,0.12284001410603033
193,152,0.0,0.6086956521739131,0.5,0.52,0.19301751498765723
194,235,1.0,0.9565217391304348,0.6212,0.54,0.0
195,478,0.0,0.34782608695652173,0.2727,0.81,0.22804749030210414
196,78,0.0,0.6956521739130435,0.2121,0.38,0.42106500528976143
197,481,1.0,0.7826086956521738,0.7424,0.43,0.33337251675091106
198,226,1.0,1.0,0.6515,0.54,0.12284001410603033
199,119,1.0,0.34782608695652173,0.5303,0.68,0.298224991183731
200,217,1.0,0.9565217391304348,0.5455,0.78,0.22804749030210414
201,211,1.0,0.4782608695652174,0.5303,0.6,0.15786998942047725
202,277,1.0,0.9130434782608695,0.5303,0.73,0.0
203,209,0.0,0.8695652173913043,0.4091,0.71,0.0
204,365,1.0,0.6086956521739131,0.6212,0.61,0.298224991183731
205,106,0.0,0.9565217391304348,0.3939,0.62,0.19301751498765723
206,311,0.0,0.30434782608695654,0.3182,0.93,0.0
207,232,1.0,0.3913043478260869,0.6667,0.84,0.0
208,181,1.0,0.9565217391304348,0.6515,0.58,0.15786998942047725
209,57,1.0,0.13043478260869565,0.6364,0.89,0.19301751498765723
210,122,1.0,1.0,0.3636,0.93,0.10532502644880687
211,398,0.0,0.7391304347826086,0.6818,0.4,0.3508875044081345
212,149,1.0,1.0,0.5303,0.83,0.33337251675091106
213,55,0.0,0.9565217391304348,0.303,0.61,0.3508875044081345
214,233,1.0,0.9130434782608695,0.6061,0.69,0.45621253085694136
215,314,1.0,0.8695652173913043,0.6212,0.39,0.22804749030210414
216,8,0.0,0.0,0.2879,0.93,0.298224991183731
217,103,0.0,1.0,0.5152,0.77,0.22804749030210414
218,196,1.0,0.5217391304347826,0.2879,0.42,0.22804749030210414
219,96,0.0,0.6086956521739131,0.5,0.23,0.3508875044081345
220,267,1.0,0.5652173913043478,0.6212,0.46,0.19301751498765723
221,59,0.0,0.9130434782608695,0.5152,0.94,0.2631950158692841
222,5,1.0,0.043478260869565216,0.2424,0.6,0.15786998942047725
223,300,1.0,0.3913043478260869,0.6212,0.46,0.22804749030210414
224,62,0.0,0.08695652173913043,0.5758,0.89,0.2631950158692841
225,41,1.0,0.043478260869565216,0.6515,0.65,0.12284001410603033
226,213,1.0,0.5217391304347826,0.3636,0.62,0.12284001410603033
227,125,1.0,0.7826086956521738,0.2121,0.44,0.3508875044081345
228,19,1.0,0.2608695652173913,0.6970000000000001,0.79,0.298224991183731
229,111,1.0,0.9565217391304348,0.4545,0.82,0.15786998942047725
230,142,0.0,0.4782608695652174,0.4242,0.41,0.3508875044081345
231,109,0.0,0.2608695652173913,0.4545,0.82,0.10532502644880687
232,21,1.0,0.2608695652173913,0.5,0.68,0.19301751498765723
233,202,0.0,0.5217391304347826,0.4697,0.55,0.0
234,8,1.0,0.17391304347826086,0.5152,0.68,0.15786998942047725
235,38,0.0,0.5217391304347826,0.303,0.71,0.45621253085694136
236,28,0.0,0.0,0.4848,0.77,0.3508875044081345
237,20,0.0,0.21739130434782608,0.4394,0.77,0.15786998942047725
238,347,1.0,0.3913043478260869,0.5909,0.78,0.19301751498765723
239,280,1.0,0.5217391304347826,0.6212,0.57,0.2631950158692841
240,51,1.0,1.0,0.4242,0.82,0.15786998942047725
241,208,0.0,0.3913043478260869,0.7424,0.59,0.3508875044081345
242,56,0.0,0.08695652173913043,0.4091,0.62,0.33337251675091106
243,39,0.0,0.0,0.5,1.0,0.0
244,576,0.0,0.7826086956521738,0.6364,0.45,0.19301751498765723
245,129,0.0,0.43478260869565216,0.4545,0.82,0.298224991183731
246,62,0.0,0.6521739130434783,0.3333,0.81,0.3508875044081345
247,20,1.0,0.2608695652173913,0.3636,0.93,0.12284001410603033
248,35,0.0,0.0,0.5606,0.83,0.2631950158692841
249,37,1.0,0.043478260869565216,0.2424,0.75,0.10532502644880687
250,65,1.0,0.0,0.3333,0.66,0.12284001410603033
251,155,1.0,0.6521739130434783,0.2727,0.75,0.3508875044081345
252,5,0.0,0.13043478260869565,0.4848,0.77,0.15786998942047725
253,834,1.0,0.7391304347826086,0.6212,0.38,0.5263900317385682
254,165,0.0,0.6956521739130435,0.4848,0.42,0.12284001410603033
255,205,0.0,0.8695652173913043,0.4545,0.82,0.12284001410603033
256,234,1.0,0.9130434782608695,0.4242,0.47,0.22804749030210414
257,209,1.0,0.6521739130434783,0.5152,0.37,0.5263900317385682
258,70,0.0,0.9130434782608695,0.2273,0.44,0.15786998942047725
259,46,1.0,0.043478260869565216,0.303,0.42,0.42106500528976143
260,12,0.0,0.043478260869565216,0.6970000000000001,0.55,0.0
261,133,1.0,0.43478260869565216,0.4091,0.62,0.15786998942047725
262,35,1.0,1.0,0.2273,0.93,0.19301751498765723
263,51,0.0,0.9130434782608695,0.303,0.41,0.0
264,11,1.0,0.21739130434782608,0.2424,0.75,0.19301751498765723
265,423,1.0,0.8260869565217391,0.7121,0.38,0.3508875044081345
266,84,1.0,0.08695652173913043,0.7121,0.84,0.15786998942047725
267,2,0.0,0.13043478260869565,0.3333,0.53,0.3508875044081345
268,745,1.0,0.34782608695652173,0.4242,0.71,0.10532502644880687
269,206,0.0,0.9130434782608695,0.5,0.55,0.22804749030210414
270,220,1.0,0.5652173913043478,0.4394,1.0,0.2631950158692841
271,131,1.0,0.2608695652173913,0.6970000000000001,0.66,0.22804749030210414
272,243,1.0,0.9130434782608695,0.5152,0.68,0.33337251675091106
273,556,0.0,0.7826086956521738,0.6970000000000001,0.55,0.298224991183731
274,205,0.0,0.6956521739130435,0.6212,0.46,0.33337251675091106
275,425,1.0,0.7826086956521738,0.3939,0.4,0.5263900317385682
276,10,0.0,0.043478260869565216,0.2424,0.6,0.33337251675091106
277,26,0.0,0.21739130434782608,0.6061,0.83,0.12284001410603033
278,4,0.0,0.13043478260869565,0.3939,0.94,0.15786998942047725
279,553,0.0,0.7391304347826086,0.5455,0.4,0.42106500528976143
280,137,1.0,0.43478260869565216,0.4091,0.5,0.2631950158692841
281,633,1.0,0.8260869565217391,0.6667,0.48,0.2631950158692841
282,57,1.0,0.8695652173913043,0.1212,0.42,0.38603502997531447
283,182,0.0,0.6521739130434783,0.4242,0.44,0.5789349947102387
284,90,1.0,0.3913043478260869,0.2576,0.6,0.2631950158692841
285,97,0.0,0.5217391304347826,0.3182,0.52,0.12284001410603033
286,404,0.0,0.8260869565217391,0.6212,0.43,0.3508875044081345
287,221,1.0,0.5217391304347826,0.4697,0.39,0.2631950158692841
288,1,0.0,0.17391304347826086,0.3333,0.76,0.22804749030210414
289,493,1.0,0.5652173913043478,0.6970000000000001,0.74,0.10532502644880687
290,15,0.0,0.0,0.2576,0.41,0.10532502644880687
291,7,0.0,0.08695652173913043,0.4091,0.87,0.12284001410603033
292,64,1.0,1.0,0.2576,0.56,0.19301751498765723
293,227,0.0,0.3913043478260869,0.6515,0.65,0.33337251675091106
294,448,1.0,0.6956521739130435,0.6212,0.39,0.5439050193957917
295,48,1.0,0.0,0.2576,0.7,0.12284001410603033
296,143,0.0,0.8695652173913043,0.3182,0.61,0.2631950158692841
297,158,1.0,0.5217391304347826,0.2273,0.48,0.38603502997531447
298,39,0.0,0.08695652173913043,0.6364,0.79,0.19301751498765723
299,3,0.0,0.2608695652173913,0.2121,0.59,0.15786998942047725
300,35,0.0,0.2608695652173913,0.2273,0.8,0.22804749030210414
301,251,0.0,0.43478260869565216,0.6061,0.83,0.2631950158692841
302,212,1.0,0.9565217391304348,0.5303,0.64,0.10532502644880687
303,6,1.0,0.08695652173913043,0.4545,0.94,0.33337251675091106
304,380,0.0,0.7391304347826086,0.6667,0.51,0.15786998942047725
305,103,1.0,0.4782608695652174,0.2727,0.56,0.15786998942047725
306,285,1.0,0.3913043478260869,0.5758,0.89,0.33337251675091106
307,141,1.0,0.6956521739130435,0.5455,0.88,0.3508875044081345
308,471,1.0,0.34782608695652173,0.19699999999999998,0.93,0.19301751498765723
309,185,0.0,0.3913043478260869,0.4848,0.77,0.0
310,117,1.0,0.0,0.3182,0.87,0.10532502644880687
311,227,1.0,0.4782608695652174,0.2576,0.41,0.33337251675091106
312,447,0.0,0.34782608695652173,0.6212,0.74,0.22804749030210414
313,129,0.0,0.3913043478260869,0.4091,0.82,0.42106500528976143
314,115,0.0,1.0,0.5,0.72,0.19301751498765723
315,251,1.0,0.4782608695652174,0.6364,0.79,0.15786998942047725
316,36,1.0,0.0,0.5455,0.83,0.298224991183731
317,3,0.0,0.17391304347826086,0.2576,0.56,0.2631950158692841
318,9,1.0,0.13043478260869565,0.5909,0.73,0.12284001410603033
319,190,0.0,0.3913043478260869,0.3636,0.87,0.10532502644880687
320,101,0.0,0.5652173913043478,0.303,0.7,0.2631950158692841
321,6,1.0,0.17391304347826086,0.6970000000000001,0.66,0.2631950158692841
322,110,0.0,0.2608695652173913,0.6818,0.66,0.5789349947102387
323,117,1.0,0.2608695652173913,0.4545,0.59,0.298224991183731
324,440,0.0,0.34782608695652173,0.4242,0.5,0.298224991183731
325,67,1.0,0.0,0.3333,0.76,0.298224991183731
326,53,1.0,1.0,0.2727,0.6,0.15786998942047725
327,19,1.0,0.08695652173913043,0.5,0.88,0.12284001410603033
328,263,0.0,0.7826086956521738,0.4545,0.67,0.45621253085694136
329,39,0.0,0.0,0.2424,0.7,0.19301751498765723
330,208,1.0,0.43478260869565216,0.6515,0.51,0.33337251675091106
331,116,1.0,0.043478260869565216,0.4848,0.59,0.0
332,255,1.0,0.6086956521739131,0.6970000000000001,0.52,0.3508875044081345
333,290,1.0,0.5217391304347826,0.4091,0.43,0.33337251675091106
334,233,1.0,0.9565217391304348,0.6970000000000001,0.74,0.12284001410603033
335,2,0.0,0.2608695652173913,0.1818,0.86,0.15786998942047725
336,45,0.0,0.9565217391304348,0.2727,0.93,0.15786998942047725
337,25,0.0,0.13043478260869565,0.6212,0.74,0.10532502644880687
338,772,1.0,0.7826086956521738,0.8029999999999999,0.33,0.22804749030210414
339,28,0.0,0.21739130434782608,0.3939,0.82,0.12284001410603033
340,363,1.0,0.8695652173913043,0.6667,0.35,0.2631950158692841
341,6,1.0,0.21739130434782608,0.4091,1.0,0.298224991183731
342,671,1.0,0.7826086956521738,0.8029999999999999,0.59,0.298224991183731
343,198,1.0,0.4782608695652174,0.6970000000000001,0.7,0.33337251675091106
344,3,1.0,0.13043478260869565,0.2424,0.52,0.19301751498765723
345,11,0.0,0.043478260869565216,0.4091,0.87,0.0
346,133,1.0,0.2608695652173913,0.5455,0.94,0.10532502644880687
347,171,0.0,1.0,0.5455,0.46,0.12284001410603033
348,267,0.0,0.8260869565217391,0.5303,0.43,0.22804749030210414
349,131,0.0,0.43478260869565216,0.5,0.62,0.298224991183731
350,10,1.0,0.21739130434782608,0.3939,0.66,0.10532502644880687
351,333,1.0,0.5652173913043478,0.6818,0.62,0.15786998942047725
352,6,0.0,0.17391304347826086,0.6364,0.83,0.10532502644880687
353,151,1.0,0.9565217391304348,0.5455,0.83,0.5439050193957917
354,78,1.0,0.30434782608695654,0.5758,0.83,0.19301751498765723
355,21,1.0,0.043478260869565216,0.5758,0.78,0.10532502644880687
356,263,1.0,0.8695652173913043,0.3333,0.36,0.15786998942047725
357,1,0.0,0.13043478260869565,0.5455,0.56,0.15786998942047725
358,486,0.0,0.7826086956521738,0.5152,0.6,0.10532502644880687
359,438,0.0,0.34782608695652173,0.7121,0.74,0.0
360,90,0.0,0.6086956521739131,0.6970000000000001,0.79,0.22804749030210414
361,5,1.0,0.17391304347826086,0.2879,0.65,0.15786998942047725
362,649,1.0,0.8260869565217391,0.6515,0.61,0.15786998942047725
363,129,0.0,0.43478260869565216,0.4242,0.71,0.10532502644880687
364,769,1.0,0.7391304347826086,0.6212,0.53,0.38603502997531447
365,526,1.0,0.30434782608695654,0.4848,0.82,0.19301751498765723
366,183,0.0,0.3913043478260869,0.7424,0.49,0.0
367,263,1.0,0.6521739130434783,0.2727,0.42,0.45621253085694136
368,180,1.0,0.2608695652173913,0.4848,0.72,0.15786998942047725
369,291,0.0,0.8695652173913043,0.5152,0.6,0.15786998942047725
370,40,1.0,0.13043478260869565,0.6515,0.54,0.12284001410603033
371,106,0.0,0.6086956521739131,0.4545,0.72,0.33337251675091106
372,94,0.0,0.2608695652173913,0.3788,0.71,0.0
373,34,0.0,0.9130434782608695,0.4091,0.87,0.22804749030210414
374,102,0.0,0.2608695652173913,0.6061,0.83,0.38603502997531447
375,7,1.0,0.17391304347826086,0.5606,0.83,0.10532502644880687
376,495,1.0,0.4782608695652174,0.4394,0.24,0.3508875044081345
377,421,0.0,0.34782608695652173,0.5152,0.39,0.3508875044081345
378,221,1.0,0.6086956521739131,0.5455,0.32,0.33337251675091106
379,6,1.0,0.17391304347826086,0.4848,0.77,0.10532502644880687
380,127,1.0,0.34782608695652173,0.6667,0.84,0.12284001410603033
381,95,0.0,0.9130434782608695,0.4394,0.88,0.22804749030210414
382,3,1.0,0.043478260869565216,0.3485,0.93,0.22804749030210414
383,130,1.0,0.4782608695652174,0.4091,0.37,0.3508875044081345
384,11,1.0,0.08695652173913043,0.3182,0.87,0.5263900317385682
385,56,1.0,0.13043478260869565,0.5152,0.77,0.2631950158692841
386,404,0.0,0.6521739130434783,0.6667,0.51,0.3508875044081345
387,177,1.0,0.9130434782608695,0.3182,0.52,0.10532502644880687
388,40,1.0,0.0,0.5455,0.64,0.3508875044081345
389,117,0.0,0.6521739130434783,0.5,0.32,0.38603502997531447
390,4,1.0,0.13043478260869565,0.4848,0.77,0.10532502644880687
391,6,0.0,0.17391304347826086,0.5455,0.94,0.10532502644880687
392,180,0.0,0.5652173913043478,0.5152,0.52,0.298224991183731
393,206,1.0,0.34782608695652173,0.5303,0.83,0.22804749030210414
394,95,0.0,0.43478260869565216,0.4394,0.72,0.2631950158692841
395,353,0.0,0.30434782608695654,0.6212,0.74,0.12284001410603033
396,6,0.0,0.17391304347826086,0.2879,0.87,0.0
397,124,0.0,0.2608695652173913,0.5455,0.94,0.12284001410603033
398,651,1.0,0.5217391304347826,0.5303,0.68,0.19301751498765723
399,13,0.0,0.08695652173913043,0.4848,0.42,0.45621253085694136
400,25,1.0,0.0,0.2576,0.75,0.10532502644880687
401,164,1.0,0.7826086956521738,0.2273,0.86,0.10532502644880687
402,137,0.0,0.3913043478260869,0.2121,0.75,0.3508875044081345
403,419,1.0,0.6956521739130435,0.7121,0.32,0.2631950158692841
404,112,1.0,0.8260869565217391,0.3182,0.49,0.22804749030210414
405,3,1.0,0.08695652173913043,0.1667,0.51,0.298224991183731
406,4,0.0,0.17391304347826086,0.6667,0.84,0.2631950158692841
407,184,0.0,0.9565217391304348,0.6364,0.83,0.22804749030210414
